index	name	height	weight	description	image
368	Gorebyss	5' 11"	49.8	The color of its body changes with the water temperature. The coloration of Gorebyss in Alola is almost blindingly vivid.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/368.png
369	Relicanth	3' 03"	51.6	Rock-hard scales and oil-filled swim bladders allow this Pokémon to survive the intense water pressure of the deep sea.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/369.png
370	Luvdisc	2' 00"	19.2	There was an era when it was overfished due to the rumor that having one of its heart-shaped scales would enable you to find a sweetheart.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/370.png
371	Bagon	2' 00"	92.8	Bagon jumps off cliffs every day, trying to grow stronger so that someday it will be able to fly.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/371.png
372	Shelgon	3' 07"	243.6	This Pokémon has covered its body in a hard shell that has the same composition as bone. Shelgon stores energy for evolution.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/372.png
373	Salamence	4' 11"	226.2	Salamence is an unusual Pokémon in that it was able to evolve a body with wings just by constantly wishing to be able to fly.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/373.png
374	Beldum	2' 00"	209.9	From its rear, Beldum emits a magnetic force that rapidly pulls opponents in. They get skewered on Beldum’s sharp claws.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/374.png
375	Metang	3' 11"	446.4	Two Beldum have become stuck together via their own magnetic forces. With two brains, the resulting Metang has doubled psychic powers.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/375.png
376	Metagross	5' 03"	1212.5	Because the magnetic powers of these Pokémon get stronger in freezing temperatures, Metagross living on snowy mountains are full of energy.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/376.png
377	Regirock	5' 07"	507.1	Every bit of Regirock’s body is made of stone. As parts of its body erode, this Pokémon sticks rocks to itself to repair what’s been lost.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/377.png
378	Regice	5' 11"	385.8	With cold air that can reach temperatures as low as −328 degrees Fahrenheit, Regice instantly freezes any creature that approaches it.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/378.png
379	Registeel	6' 03"	451.9	Registeel’s body is made of a strange material that is flexible enough to stretch and shrink but also more durable than any metal.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/379.png
380	Latias	4' 07"	88.2	Latias is highly sensitive to the emotions of people. If it senses any hostility, this Pokémon ruffles the feathers all over its body and cries shrilly to intimidate the foe.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/380.png
381	Latios	6' 07"	132.3	Latios has the ability to make others see an image of what it has seen or imagines in its head. This Pokémon is intelligent and understands human speech.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/381.png
382	Kyogre	14' 09"	776.0	Through Primal Reversion and with nature’s full power, it will take back its true form. It can summon storms that cause the sea levels to rise.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/382.png
383	Groudon	11' 06"	2094.4	Groudon is said to be the personification of the land itself. Legends tell of its many clashes against Kyogre, as each sought to gain the power of nature.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/383.png
384	Rayquaza	23' 00"	455.3	Rayquaza is said to have lived for hundreds of millions of years. Legends remain of how it put to rest the clash between Kyogre and Groudon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/384.png
385	Jirachi	1' 00"	2.4	A legend states that Jirachi will make true any wish that is written on notes attached to its head when it awakens. If this Pokémon senses danger, it will fight without awakening.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/385.png
386	Deoxys	5' 07"	134.0	The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in Deoxys. The crystalline organ on this Pokémon’s chest appears to be its brain.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/386.png
387	Turtwig	1' 04"	22.5	Photosynthesis occurs across its body under the sun. The shell on its back is actually hardened soil.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/387.png
388	Grotle	3' 07"	213.8	It lives along water in forests. In the daytime, it leaves the forest to sunbathe its treed shell.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/388.png
389	Torterra	7' 03"	683.4	Ancient people imagined that beneath the ground, a gigantic Torterra dwelled.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/389.png
390	Chimchar	1' 08"	13.7	Its fiery rear end is fueled by gas made in its belly. Even rain can’t extinguish the fire.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/390.png
391	Monferno	2' 11"	48.5	It skillfully controls the intensity of the fire on its tail to keep its foes at an ideal distance.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/391.png
392	Infernape	3' 11"	121.3	Its crown of fire is indicative of its fiery nature. It is beaten by none in terms of quickness.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/392.png
393	Piplup	1' 04"	11.5	It doesn’t like to be taken care of. It’s difficult to bond with since it won’t listen to its Trainer.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/393.png
394	Prinplup	2' 07"	50.7	It lives alone, away from others. Apparently, every one of them believes it is the most important.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/394.png
395	Empoleon	5' 07"	186.3	It swims as fast as a jet boat. The edges of its wings are sharp and can slice apart drifting ice.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/395.png
396	Starly	1' 00"	4.4	They flock in great numbers. Though small, they flap their wings with great power.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/396.png
397	Staravia	2' 00"	34.2	They maintain huge flocks, although fierce scuffles break out between various flocks.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/397.png
398	Staraptor	3' 11"	54.9	The muscles in its wings and legs are strong. It can easily fly while gripping a small Pokémon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/398.png
399	Bidoof	1' 08"	44.1	With nerves of steel, nothing can perturb it. It is more agile and active than it appears.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/399.png
400	Bibarel	3' 03"	69.4	It busily makes its nest with stacks of branches and roots it has cut up with its sharp incisors.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/400.png
401	Kricketot	1' 00"	4.9	It chats with others using the sounds of its colliding antennae. These sounds are fall hallmarks.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/401.png
402	Kricketune	3' 03"	56.2	It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/402.png
403	Shinx	1' 08"	20.9	This Pokémon generates electricity by contracting its muscles. Excited trembling is a sign that Shinx is generating a tremendous amount of electricity.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/403.png
404	Luxio	2' 11"	67.2	By joining its tail with that of another Luxio, this Pokémon can receive some of the other Luxio’s electricity and power up its own electric blasts.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/404.png
405	Luxray	4' 07"	92.6	Luxray can see through solid objects. It will instantly spot prey trying to hide behind walls, even if the walls are thick.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/405.png
406	Budew	0' 08"	2.6	The pollen it releases contains poison. If this Pokémon is raised on clean water, the poison’s toxicity is increased.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/406.png
407	Roserade	2' 11"	32.0	After captivating opponents with its sweet scent, it lashes them with its thorny whips.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/407.png
408	Cranidos	2' 11"	69.4	A primeval Pokémon, it possesses a hard and sturdy skull, lacking any intelligence within.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/408.png
409	Rampardos	5' 03"	226.0	In ancient times, people would dig up fossils of this Pokémon and use its skull, which is harder than steel, to make helmets.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/409.png
410	Shieldon	1' 08"	125.7	A mild-mannered, herbivorous Pokémon, it used its face to dig up tree roots to eat. The skin on its face was plenty tough.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/410.png
411	Bastiodon	4' 03"	329.6	The bones of its face are huge and hard, so they were mistaken for its spine until after this Pokémon was successfully restored.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/411.png
412	Burmy	0' 08"	7.5	To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/412.png
413	Wormadam	1' 08"	14.3	Its appearance changes depending on where it evolved. The materials on hand become a part of its body.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/413.png
414	Mothim	2' 11"	51.4	It loves the honey of flowers and steals honey collected by Combee.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/414.png
415	Combee	1' 00"	12.1	The members of the trio spend all their time together. Each one has a slightly different taste in nectar.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/415.png
